model_id,model_steps,env_name,ep_steps,ep_return
AirRaid,3008640,AirRaidNoFrameskip-v4,1481,2600
AirRaid,3008640,AirRaidNoFrameskip-v4,1725,2375
AirRaid,3008640,AirRaidNoFrameskip-v4,1843,3500
AirRaid,3008640,AirRaidNoFrameskip-v4,2555,4100
AirRaid,3008640,AirRaidNoFrameskip-v4,2994,5200
AirRaid,3008640,AirRaidNoFrameskip-v4,1481,2600
AirRaid,3008640,AirRaidNoFrameskip-v4,1809,3500
AirRaid,3008640,AirRaidNoFrameskip-v4,1768,2400
AirRaid,3008640,AirRaidNoFrameskip-v4,1633,2375
AirRaid,3008640,AirRaidNoFrameskip-v4,1481,2600
AirRaid,3008640,AirRaidNoFrameskip-v4,1995,3975
AirRaid,3008640,AirRaidNoFrameskip-v4,2555,4100
AirRaid,3008640,AirRaidNoFrameskip-v4,2627,4750
AirRaid,3008640,AirRaidNoFrameskip-v4,1750,3575
AirRaid,3008640,AirRaidNoFrameskip-v4,1633,2375
AirRaid,3008640,AirRaidNoFrameskip-v4,2203,3825
AirRaid,3008640,AirRaidNoFrameskip-v4,2555,4100
AirRaid,3008640,AirRaidNoFrameskip-v4,1995,3975
AirRaid,3008640,AirRaidNoFrameskip-v4,353,450
AirRaid,3008640,AirRaidNoFrameskip-v4,1725,2375
AirRaid,3008640,AirRaidNoFrameskip-v4,2994,5200
AirRaid,3008640,AirRaidNoFrameskip-v4,1635,3225
AirRaid,3008640,AirRaidNoFrameskip-v4,1390,1500
AirRaid,3008640,AirRaidNoFrameskip-v4,1750,3575
AirRaid,3008640,AirRaidNoFrameskip-v4,2994,5200
AirRaid,3008640,AirRaidNoFrameskip-v4,1809,3500
AirRaid,3008640,AirRaidNoFrameskip-v4,1809,3500
AirRaid,3008640,AirRaidNoFrameskip-v4,1725,2375
AirRaid,3008640,AirRaidNoFrameskip-v4,353,450
AirRaid,3008640,AirRaidNoFrameskip-v4,1995,3975
AirRaid,3008640,AirRaidNoFrameskip-v4,1635,3225
AirRaid,3008640,AirRaidNoFrameskip-v4,353,450
AirRaid,3008640,AirRaidNoFrameskip-v4,2994,5200
AirRaid,3008640,AirRaidNoFrameskip-v4,2203,3825
AirRaid,3008640,AirRaidNoFrameskip-v4,1623,2400
AirRaid,3008640,AirRaidNoFrameskip-v4,2203,3825
AirRaid,3008640,AirRaidNoFrameskip-v4,1585,2400
AirRaid,3008640,AirRaidNoFrameskip-v4,1843,3500
AirRaid,3008640,AirRaidNoFrameskip-v4,1004,1375
AirRaid,3008640,AirRaidNoFrameskip-v4,1725,2375
AirRaid,3008640,AirRaidNoFrameskip-v4,2163,3500
AirRaid,3008640,AirRaidNoFrameskip-v4,353,450
AirRaid,3008640,AirRaidNoFrameskip-v4,1768,2400
AirRaid,3008640,AirRaidNoFrameskip-v4,1635,3225
AirRaid,3008640,AirRaidNoFrameskip-v4,3150,6000
AirRaid,3008640,AirRaidNoFrameskip-v4,1971,3000
AirRaid,3008640,AirRaidNoFrameskip-v4,3150,6000
AirRaid,3008640,AirRaidNoFrameskip-v4,2627,4750
AirRaid,3008640,AirRaidNoFrameskip-v4,353,450
AirRaid,3008640,AirRaidNoFrameskip-v4,353,450
AirRaid,3008640,AirRaidNoFrameskip-v4,1585,2400
AirRaid,3008640,AirRaidNoFrameskip-v4,1843,3500
AirRaid,3008640,AirRaidNoFrameskip-v4,1809,3500
AirRaid,3008640,AirRaidNoFrameskip-v4,1880,3775
AirRaid,3008640,AirRaidNoFrameskip-v4,1843,3500
AirRaid,3008640,AirRaidNoFrameskip-v4,1750,3575
AirRaid,3008640,AirRaidNoFrameskip-v4,1385,2250
AirRaid,3008640,AirRaidNoFrameskip-v4,2203,3825
AirRaid,3008640,AirRaidNoFrameskip-v4,1841,3075
AirRaid,3008640,AirRaidNoFrameskip-v4,2163,3500
AirRaid,3008640,AirRaidNoFrameskip-v4,2994,5200
AirRaid,3008640,AirRaidNoFrameskip-v4,1768,2400
AirRaid,3008640,AirRaidNoFrameskip-v4,1623,2400
AirRaid,3008640,AirRaidNoFrameskip-v4,1585,2400
AirRaid,3008640,AirRaidNoFrameskip-v4,1750,3575
AirRaid,3008640,AirRaidNoFrameskip-v4,2276,4125
AirRaid,3008640,AirRaidNoFrameskip-v4,1788,3425
AirRaid,3008640,AirRaidNoFrameskip-v4,3150,6000
AirRaid,3008640,AirRaidNoFrameskip-v4,1481,2600
AirRaid,3008640,AirRaidNoFrameskip-v4,1633,2375
AirRaid,3008640,AirRaidNoFrameskip-v4,1763,2650
AirRaid,3008640,AirRaidNoFrameskip-v4,2994,5200
AirRaid,3008640,AirRaidNoFrameskip-v4,1841,3075
AirRaid,3008640,AirRaidNoFrameskip-v4,1841,3075
AirRaid,3008640,AirRaidNoFrameskip-v4,1722,2900
AirRaid,3008640,AirRaidNoFrameskip-v4,1750,3575
AirRaid,3008640,AirRaidNoFrameskip-v4,1763,2650
AirRaid,3008640,AirRaidNoFrameskip-v4,2994,5200
AirRaid,3008640,AirRaidNoFrameskip-v4,1971,3000
AirRaid,3008640,AirRaidNoFrameskip-v4,1585,2400
AirRaid,3008640,AirRaidNoFrameskip-v4,1385,2250
AirRaid,3008640,AirRaidNoFrameskip-v4,1841,3075
AirRaid,3008640,AirRaidNoFrameskip-v4,2555,4100
AirRaid,3008640,AirRaidNoFrameskip-v4,1456,2050
AirRaid,3008640,AirRaidNoFrameskip-v4,1716,2675
AirRaid,3008640,AirRaidNoFrameskip-v4,1390,1500
AirRaid,3008640,AirRaidNoFrameskip-v4,1971,3000
AirRaid,3008640,AirRaidNoFrameskip-v4,1385,2250
AirRaid,3008640,AirRaidNoFrameskip-v4,1841,3075
AirRaid,3008640,AirRaidNoFrameskip-v4,2994,5200
AirRaid,3008640,AirRaidNoFrameskip-v4,1763,2650
AirRaid,3008640,AirRaidNoFrameskip-v4,2276,4125
AirRaid,3008640,AirRaidNoFrameskip-v4,1750,3575
AirRaid,3008640,AirRaidNoFrameskip-v4,1995,3975
AirRaid,3008640,AirRaidNoFrameskip-v4,1971,3000
AirRaid,3008640,AirRaidNoFrameskip-v4,1841,3075
AirRaid,3008640,AirRaidNoFrameskip-v4,1633,2375
AirRaid,3008640,AirRaidNoFrameskip-v4,2203,3825
AirRaid,3008640,AirRaidNoFrameskip-v4,2994,5200
AirRaid,4010880,AirRaidNoFrameskip-v4,3209,5275
AirRaid,4010880,AirRaidNoFrameskip-v4,1324,1800
AirRaid,4010880,AirRaidNoFrameskip-v4,700,850
AirRaid,4010880,AirRaidNoFrameskip-v4,1036,1575
AirRaid,4010880,AirRaidNoFrameskip-v4,1800,2925
AirRaid,4010880,AirRaidNoFrameskip-v4,586,600
AirRaid,4010880,AirRaidNoFrameskip-v4,2828,5700
AirRaid,4010880,AirRaidNoFrameskip-v4,594,775
AirRaid,4010880,AirRaidNoFrameskip-v4,2750,5650
AirRaid,4010880,AirRaidNoFrameskip-v4,2198,4725
AirRaid,4010880,AirRaidNoFrameskip-v4,1317,1850
AirRaid,4010880,AirRaidNoFrameskip-v4,1650,2975
AirRaid,4010880,AirRaidNoFrameskip-v4,1471,3075
