model_id,model_steps,env_name,ep_steps,ep_return
MultiTask3NameThisGame,102013440,NameThisGameNoFrameskip-v4,2935,3950
MultiTask3NameThisGame,102013440,NameThisGameNoFrameskip-v4,2826,3380
MultiTask3NameThisGame,103022720,NameThisGameNoFrameskip-v4,1037,940
MultiTask3NameThisGame,103022720,NameThisGameNoFrameskip-v4,653,440
MultiTask3NameThisGame,103022720,NameThisGameNoFrameskip-v4,1021,960
MultiTask3NameThisGame,103022720,NameThisGameNoFrameskip-v4,879,650
MultiTask3NameThisGame,103022720,NameThisGameNoFrameskip-v4,1005,790
MultiTask3NameThisGame,103022720,NameThisGameNoFrameskip-v4,1053,780
MultiTask3NameThisGame,103022720,NameThisGameNoFrameskip-v4,1950,1710
MultiTask3NameThisGame,103022720,NameThisGameNoFrameskip-v4,861,720
MultiTask3NameThisGame,103022720,NameThisGameNoFrameskip-v4,893,840
MultiTask3NameThisGame,103022720,NameThisGameNoFrameskip-v4,1945,1710
MultiTask3NameThisGame,103022720,NameThisGameNoFrameskip-v4,861,720
MultiTask3NameThisGame,103022720,NameThisGameNoFrameskip-v4,893,840
MultiTask3NameThisGame,103022720,NameThisGameNoFrameskip-v4,879,650
MultiTask3NameThisGame,103022720,NameThisGameNoFrameskip-v4,1005,790
MultiTask3NameThisGame,103022720,NameThisGameNoFrameskip-v4,1053,780
MultiTask3NameThisGame,103022720,NameThisGameNoFrameskip-v4,879,650
MultiTask3NameThisGame,103022720,NameThisGameNoFrameskip-v4,1005,790
MultiTask3NameThisGame,103022720,NameThisGameNoFrameskip-v4,1053,780
MultiTask3NameThisGame,103022720,NameThisGameNoFrameskip-v4,1036,940
MultiTask3NameThisGame,103022720,NameThisGameNoFrameskip-v4,653,440
MultiTask3NameThisGame,103022720,NameThisGameNoFrameskip-v4,1021,960
MultiTask3NameThisGame,103022720,NameThisGameNoFrameskip-v4,844,600
MultiTask3NameThisGame,103022720,NameThisGameNoFrameskip-v4,1037,1050
MultiTask3NameThisGame,103022720,NameThisGameNoFrameskip-v4,877,760
MultiTask3NameThisGame,103022720,NameThisGameNoFrameskip-v4,1036,940
MultiTask3NameThisGame,103022720,NameThisGameNoFrameskip-v4,653,440
MultiTask3NameThisGame,103022720,NameThisGameNoFrameskip-v4,1021,960
MultiTask3NameThisGame,103022720,NameThisGameNoFrameskip-v4,1038,940
MultiTask3NameThisGame,103022720,NameThisGameNoFrameskip-v4,653,440
MultiTask3NameThisGame,103022720,NameThisGameNoFrameskip-v4,1021,960
MultiTask3NameThisGame,103022720,NameThisGameNoFrameskip-v4,845,600
MultiTask3NameThisGame,103022720,NameThisGameNoFrameskip-v4,1037,1050
MultiTask3NameThisGame,103022720,NameThisGameNoFrameskip-v4,877,760
MultiTask3NameThisGame,103022720,NameThisGameNoFrameskip-v4,875,650
MultiTask3NameThisGame,103022720,NameThisGameNoFrameskip-v4,1005,790
MultiTask3NameThisGame,103022720,NameThisGameNoFrameskip-v4,1053,780
MultiTask3NameThisGame,103022720,NameThisGameNoFrameskip-v4,1950,1710
MultiTask3NameThisGame,103022720,NameThisGameNoFrameskip-v4,861,720
MultiTask3NameThisGame,103022720,NameThisGameNoFrameskip-v4,893,840
MultiTask3NameThisGame,103022720,NameThisGameNoFrameskip-v4,846,600
MultiTask3NameThisGame,103022720,NameThisGameNoFrameskip-v4,1037,1050
MultiTask3NameThisGame,103022720,NameThisGameNoFrameskip-v4,877,760
MultiTask3NameThisGame,103022720,NameThisGameNoFrameskip-v4,1948,1710
MultiTask3NameThisGame,103022720,NameThisGameNoFrameskip-v4,861,720
MultiTask3NameThisGame,103022720,NameThisGameNoFrameskip-v4,893,840
MultiTask3NameThisGame,103022720,NameThisGameNoFrameskip-v4,877,650
MultiTask3NameThisGame,103022720,NameThisGameNoFrameskip-v4,1005,790
MultiTask3NameThisGame,103022720,NameThisGameNoFrameskip-v4,1053,780
MultiTask3NameThisGame,103022720,NameThisGameNoFrameskip-v4,874,650
MultiTask3NameThisGame,103022720,NameThisGameNoFrameskip-v4,1005,790
MultiTask3NameThisGame,103022720,NameThisGameNoFrameskip-v4,1053,780
MultiTask3NameThisGame,103022720,NameThisGameNoFrameskip-v4,1035,940
MultiTask3NameThisGame,103022720,NameThisGameNoFrameskip-v4,653,440
MultiTask3NameThisGame,103022720,NameThisGameNoFrameskip-v4,1021,960
MultiTask3NameThisGame,103022720,NameThisGameNoFrameskip-v4,1943,1710
MultiTask3NameThisGame,103022720,NameThisGameNoFrameskip-v4,861,720
MultiTask3NameThisGame,103022720,NameThisGameNoFrameskip-v4,893,840
MultiTask3NameThisGame,103022720,NameThisGameNoFrameskip-v4,1947,1710
